"Source","BoatID","TripID","Time","Latitude","Longitude","Gear","FishingOperation","Speed","Bearing_course","Quality_index"
"iVMS","VE_00003","VE_000034 ","1978-11-23 05:40:00",62.536217713419,18.0213882607968,"GNS",NA,0,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 05:50:00",62.5477967182313,18.0122695154081,"GNS",NA,8.59,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 06:00:00",62.5614773878284,17.9735668656253,"GNS",NA,8.1,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 06:10:00",62.5760380412453,17.9377495031929,"GNS",NA,8.49,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 06:20:00",62.5929508928502,17.9057479824681,"GNS",NA,8.1,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 06:30:00",62.6115571762077,17.8791198114747,"GNS",NA,8.49,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 06:40:00",62.6214386657464,17.8633809890546,"GNS",NA,1.2,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 06:50:00",62.6234714768387,17.8554841040637,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 07:00:00",62.6250864449848,17.848021067773,"GNS",NA,0,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 07:10:00",62.6259081541957,17.8429765678299,"GNS",NA,0.4,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 07:20:00",62.6256284100876,17.8442694903649,"GNS",NA,0.5,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 07:30:00",62.6268957304432,17.8366661433736,"GNS",NA,1.69,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 07:40:00",62.629161997901,17.8289336226036,"GNS",NA,1.59,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 07:50:00",62.6289936878817,17.8322060200817,"GNS",NA,4.39,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 08:00:00",62.6262429688787,17.8431747579695,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 08:10:00",62.6244669140877,17.8531282052792,"GNS",NA,4.8,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 08:20:00",62.6205019841248,17.8437738423045,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 08:30:00",62.6217849741779,17.8388413578484,"GNS",NA,2,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 08:40:00",62.6229879901369,17.8320334395125,"GNS",NA,0,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 08:50:00",62.6239784916601,17.8284521704018,"GNS",NA,1.59,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 09:00:00",62.6240111683027,17.827552801637,"GNS",NA,2.5,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 09:10:00",62.625645739041,17.8192471414365,"GNS",NA,1.59,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 09:20:00",62.6268788965625,17.8135450647272,"GNS",NA,0.4,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 09:30:00",62.6276659196535,17.8109036475905,"GNS",NA,0,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 09:40:00",62.6224024543767,17.8300012810346,"GNS",NA,4.5,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 09:50:00",62.6171197613323,17.8541682827926,"GNS",NA,4.39,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 10:00:00",62.6133459595495,17.8539055950822,"GNS",NA,7.5,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 10:10:00",62.6154045633371,17.845389333442,"GNS",NA,1.59,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 10:20:00",62.6135481819425,17.853968375082,"GNS",NA,1.49,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 10:30:00",62.6128857539803,17.8580266026846,"GNS",NA,0.6,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 10:40:00",62.6130298301987,17.8591059430337,"GNS",NA,6.99,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 10:50:00",62.6173474599057,17.8384042251067,"GNS",NA,4.99,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 11:00:00",62.618297320418,17.831768911112,"GNS",NA,1.69,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 11:10:00",62.6200202630836,17.8235541404151,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 11:20:00",62.6215830036885,17.822565073464,"GNS",NA,0.5,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 11:30:00",62.6155255955995,17.8393439317369,"GNS",NA,4.89,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 11:40:00",62.6032387845833,17.8734335693371,"GNS",NA,8.1,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 11:50:00",62.5890851568812,17.9084026740943,"GNS",NA,6.99,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 12:00:00",62.574861817824,17.9429281434433,"GNS",NA,8.1,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 12:10:00",62.5611679746627,17.9779787785645,"GNS",NA,7.5,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 12:20:00",62.5472368808724,18.0148496642705,"GNS",NA,7.6,"NA",NA
"iVMS","VE_00003","VE_000034 ","1978-11-23 12:30:00",62.5361166324339,18.0213570004636,"GNS",NA,1.8,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 05:10:00",62.5379459786896,18.0238624005766,"GNS",NA,6.29,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 05:20:00",62.5469249788684,17.9844624241714,"GNS",NA,7.79,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 05:30:00",62.5507418073559,17.9417298010691,"GNS",NA,8.1,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 05:40:00",62.5540569865796,17.8980458619971,"GNS",NA,7.5,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 05:50:00",62.5585821103483,17.8547201494565,"GNS",NA,7.6,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 06:00:00",62.5627064904139,17.8104729930904,"GNS",NA,6.99,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 06:10:00",62.5662689469266,17.7682947261958,"GNS",NA,8.3,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 06:20:00",62.5711301431037,17.7270646677488,"GNS",NA,7.5,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 06:30:00",62.5775757089416,17.6862103190254,"GNS",NA,6.99,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 06:40:00",62.5816426978803,17.6691084870418,"GNS",NA,2.99,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 06:50:00",62.5830323686781,17.6629157543838,"GNS",NA,1.69,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 07:00:00",62.5840401600019,17.6599932487532,"GNS",NA,0,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 07:10:00",62.5837268561234,17.6646960746104,"GNS",NA,1.69,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 07:20:00",62.5847269505556,17.6548084225441,"GNS",NA,1.3,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 07:30:00",62.5864330992845,17.6481468058584,"GNS",NA,1.69,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 07:40:00",62.5870930448313,17.6450861869146,"GNS",NA,0.6,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 07:50:00",62.5851642906444,17.6535305879605,"GNS",NA,7.79,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 08:00:00",62.5771620680036,17.6811296579718,"GNS",NA,5.09,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 08:10:00",62.5821191205781,17.657399260766,"GNS",NA,5.4,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 08:20:00",62.5788459387271,17.6525740051869,"GNS",NA,1.59,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 08:30:00",62.5808253367471,17.6438945009474,"GNS",NA,1.59,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 08:40:00",62.5814042322417,17.6389586654372,"GNS",NA,2.19,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 08:50:00",62.5816743048493,17.6322033204498,"GNS",NA,1.59,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 09:00:00",62.5832370616585,17.6317074893385,"GNS",NA,0.6,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 09:10:00",62.5846771136663,17.6252770275017,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 09:20:00",62.5855984563315,17.6187507169782,"GNS",NA,0.5,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 09:30:00",62.5855285140984,17.6193254312671,"GNS",NA,0,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 09:40:00",62.5828310004308,17.6335911335904,"GNS",NA,2.89,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 09:50:00",62.5846208095814,17.6242874192283,"GNS",NA,5.09,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 10:00:00",62.5801063236495,17.6309725516431,"GNS",NA,5.09,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 10:10:00",62.5737033072019,17.6526677559199,"GNS",NA,1.69,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 10:20:00",62.5758137152201,17.6466314975422,"GNS",NA,1.2,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 10:30:00",62.5770830185733,17.6402443270487,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 10:40:00",62.5769626315609,17.6405526185381,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 10:50:00",62.5784339419004,17.6347284376082,"GNS",NA,2.5,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 11:00:00",62.5805142641648,17.6260783291882,"GNS",NA,1.2,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 11:10:00",62.5813835683064,17.6217950084135,"GNS",NA,0.79,"NA",NA
"iVMS","VE_00003","VE_000036 ","1978-11-26 11:20:00",62.5784275773435,17.6247525473126,"GNS",NA,2,"NA",NA
