"Source","BoatID","TripID","Time","Latitude","Longitude","Gear","FishingOperation","Speed","Bearing_course","QualityIndex"
"MI",280,"280_0",1977-03-25 09:19:00,55.0877366996196,-1.13893239320898,"FPO","FISHING",0.599571289979159,-0.180993356018175,"NA"
"MI",280,"280_0",1977-03-25 09:25:00,55.090510907391,-1.14249817051409,"FPO","TRANSIT",2.44829012596099,-0.0931709013855706,"NA"
"MI",280,"280_0",1977-03-25 09:31:00,55.0937063764205,-1.14245895764953,"FPO","FISHING",0.492439197681318,-0.198078651956793,"NA"
"MI",280,"280_0",1977-03-25 09:37:00,55.0949475766226,-1.13916272088522,"FPO","TRANSIT",2.89893751274035,0.287697568828409,"NA"
"MI",280,"280_0",1977-03-25 09:43:00,55.0979329138484,-1.12433583380011,"FPO","TRANSIT",2.8535802325975,0.338115391689128,"NA"
"MI",280,"280_0",1977-03-25 09:49:00,55.098330785201,-1.12009017901721,"FPO","MIX_TRANSIT",0.191014407585694,-1.77705731452573,"NA"
"MI",280,"280_0",1977-03-25 09:55:00,55.0975241799776,-1.12203392323333,"FPO","FISHING",0.57044761195302,0.893201847380065,"NA"
"MI",280,"280_0",1977-03-25 10:01:00,55.0957565561889,-1.12272298837797,"FPO","FISHING",0.570448367173362,0.201785812524071,"NA"
"MI",280,"280_0",1977-03-25 10:07:00,55.0943867147987,-1.12335312493154,"FPO","FISHING",0.293454360190851,-0.143753913442976,"NA"
"MI",280,"280_0",1977-03-25 10:13:00,55.0959425534267,-1.12452100363971,"FPO","TRANSIT",2.71973489818627,-0.292877531278948,"NA"
"MI",280,"280_0",1977-03-25 10:19:00,55.1039239822928,-1.11787255860394,"FPO","TRANSIT",2.81360644948096,-0.346816732745966,"NA"
"MI",280,"280_0",1977-03-25 10:25:00,55.1055525881583,-1.11430470638947,"FPO","FISHING",0,NA,"NA"
"MI",280,"280_0",1977-03-25 10:31:00,55.1048754200671,-1.11687415440859,"FPO","FISHING",0.799029091353249,-0.226249093641146,"NA"
"MI",280,"280_0",1977-03-25 10:37:00,55.1047968028866,-1.11935517368703,"FPO","FISHING",0.222586392426673,1.03150531837598,"NA"
"MI",280,"280_0",1977-03-25 10:43:00,55.1038673270782,-1.12088745731303,"FPO","FISHING",0.385067222170486,0.594496426237316,"NA"
"MI",280,"280_0",1977-03-25 10:49:00,55.1031894560427,-1.12130907341395,"FPO","FISHING",0.293430682699026,-0.00111435730966569,"NA"
"MI",280,"280_0",1977-03-25 10:55:00,55.1050003463969,-1.11535251901728,"FPO","TRANSIT",2.89247778212173,-1.16616323797553,"NA"
"MI",280,"280_0",1977-03-25 11:01:00,55.09816947294,-1.10228945453072,"FPO","TRANSIT",3.13247530247576,0.860885713773528,"NA"
"MI",280,"280_0",1977-03-25 11:07:00,55.0935657163004,-1.08975882762208,"FPO","MIX_TRANSIT",2.31273613134843,0.471421727392025,"NA"
"MI",280,"280_0",1977-03-25 11:13:00,55.0899243079282,-1.07859040155884,"FPO","FISHING",0.600027772102313,0.709453619000951,"NA"
"MI",280,"280_0",1977-03-25 11:19:00,55.0885912176415,-1.07792709605957,"FPO","FISHING",0.655460255912281,0.750642866121936,"NA"
"MI",280,"280_0",1977-03-25 11:25:00,55.0866633446824,-1.07735112013858,"FPO","FISHING",0.570451261736063,-0.201816358753942,"NA"
"MI",280,"280_0",1977-03-25 11:31:00,55.0855619759704,-1.0772983244046,"FPO","FISHING",0.222608510225255,-0.0167579734945584,"NA"
"MI",280,"280_0",1977-03-25 11:37:00,55.0876450052644,-1.07903263204905,"FPO","TRANSIT",2.78958299413013,0.380531072711125,"NA"
"MI",280,"280_0",1977-03-25 11:43:00,55.0855040917059,-1.08439288790113,"FPO","FISHING",0.721837824990206,-0.659343335935763,"NA"
"MI",280,"280_0",1977-03-25 11:49:00,55.0840255225439,-1.08482496723566,"FPO","FISHING",0.751553892302316,0.545667309724736,"NA"
"MI",280,"280_0",1977-03-25 11:55:00,55.0824916515702,-1.08419104863385,"FPO","FISHING",0.4328750928808,-0.353353486982723,"NA"
"MI",280,"280_0",1977-03-25 12:01:00,55.0812602079596,-1.0855528832352,"FPO","MIX_TRANSIT",0.114359270034806,-1.01455361429869,"NA"
"MI",280,"280_0",1977-03-25 12:07:00,55.0841864820162,-1.08404977810844,"FPO","TRANSIT",2.81750387487897,-0.429304976604989,"NA"
"MI",280,"280_0",1977-03-25 12:13:00,55.0925480978303,-1.09151896287822,"FPO","TRANSIT",3.35755779133992,-0.00169752715195699,"NA"
"MI",280,"280_0",1977-03-25 12:19:00,55.100375374587,-1.10443483818334,"FPO","TRANSIT",3.30773898356191,0.0668324656796044,"NA"
"MI",280,"280_0",1977-03-25 12:25:00,55.1066835138568,-1.11907803733826,"FPO","TRANSIT",3.16893973786551,0.00208211086869646,"NA"
"MI",280,"280_1",1977-03-26 08:07:00,55.1251166836366,-1.11142898991512,"FPO","FISHING",0.385195411521062,-0.00270252520004142,"NA"
"MI",280,"280_1",1977-03-26 08:13:00,55.1259180790805,-1.10937814719267,"FPO","FISHING",0.655319272335345,0.34362324372356,"NA"
"MI",280,"280_1",1977-03-26 08:19:00,55.1266209593941,-1.10734178664297,"FPO","FISHING",0.599079538935991,-0.711372220058608,"NA"
"MI",280,"280_1",1977-03-26 08:25:00,55.1270503145421,-1.10588279363637,"FPO","FISHING",0.391893856466435,-1.0616756163848,"NA"
"MI",280,"280_1",1977-03-26 08:31:00,55.1259592860401,-1.11023129699925,"FPO","MIX_TRANSIT",1.74878219216531,-1.38584959305931,"NA"
"MI",280,"280_1",1977-03-26 08:37:00,55.1236013757988,-1.11315520914821,"FPO","TRANSIT",2.95495596852503,0.831074714551328,"NA"
"MI",280,"280_1",1977-03-26 08:43:00,55.126049966831,-1.09765401444383,"FPO","TRANSIT",3.03173595184021,0.00211319039480083,"NA"
"MI",280,"280_1",1977-03-26 08:49:00,55.1294843817786,-1.0817932637003,"FPO","TRANSIT",3.10544518071008,0.672494870841741,"NA"
"MI",280,"280_1",1977-03-26 08:55:00,55.1337744096891,-1.0774033728255,"FPO","FISHING",0.72152589294765,0.207600810060328,"NA"
"MI",280,"280_1",1977-03-26 09:01:00,55.1348028579629,-1.07381568523823,"FPO","FISHING",0.114220853931331,-0.43902359977613,"NA"
"MI",280,"280_1",1977-03-26 09:07:00,55.1353776172698,-1.07126151755265,"FPO","FISHING",0.439054486980843,0.530299050718607,"NA"
"MI",280,"280_1",1977-03-26 09:13:00,55.1363552880844,-1.06875501700791,"FPO","MIX_TRANSIT",0.216508893829558,-2.12650222065411,"NA"
"MI",280,"280_1",1977-03-26 09:19:00,55.1345024034603,-1.07794031317444,"FPO","MIX_TRANSIT",2.28970285551261,-0.316980829955236,"NA"
"MI",280,"280_1",1977-03-26 09:25:00,55.137704406637,-1.06769710621865,"FPO","TRANSIT",2.91617710658301,0.163102452326085,"NA"
"MI",280,"280_1",1977-03-26 09:31:00,55.1409502180435,-1.06238686854784,"FPO","FISHING",0.684133085268188,-0.775123008015565,"NA"
"MI",280,"280_1",1977-03-26 09:37:00,55.1409043717908,-1.05938698505672,"FPO","FISHING",0.586093750612317,-0.941169526929027,"NA"
"MI",280,"280_1",1977-03-26 09:43:00,55.1408064103334,-1.05736098953539,"FPO","FISHING",0.780141256589657,0.994043642410909,"NA"
"MI",280,"280_1",1977-03-26 09:49:00,55.1407187707981,-1.05554853021784,"FPO","FISHING",0.293258483181889,-0.339336850012177,"NA"
"MI",280,"280_1",1977-03-26 09:55:00,55.1401494860153,-1.06239732846731,"FPO","MIX_TRANSIT",0.986579463774785,-2.51625733391782,"NA"
"MI",280,"280_1",1977-03-26 10:01:00,55.1384742118827,-1.06704709582687,"FPO","TRANSIT",3.0284700631637,-0.0133817246437708,"NA"
"MI",280,"280_1",1977-03-26 10:07:00,55.1313016924487,-1.05521809297264,"FPO","TRANSIT",3.10878928901861,-0.0255431074784938,"NA"
"MI",280,"280_1",1977-03-26 10:13:00,55.1292197151082,-1.0494042017076,"FPO","FISHING",0.798713533814393,-0.0465821982771412,"NA"
"MI",280,"280_1",1977-03-26 10:19:00,55.1293849419347,-1.04658791628416,"FPO","FISHING",0.342149905055712,-0.38310518232323,"NA"
"MI",280,"280_1",1977-03-26 10:25:00,55.129473672315,-1.04431999536984,"FPO","FISHING",0.388452086426613,0.000622754467022088,"NA"
"MI",280,"280_1",1977-03-26 10:31:00,55.1297518010175,-1.04588978200041,"FPO","MIX_TRANSIT",2.83818925275594,-0.999235584898818,"NA"
"MI",280,"280_1",1977-03-26 10:37:00,55.1288271003519,-1.04956954745791,"FPO","TRANSIT",2.72641221182848,0.616758422534554,"NA"
"MI",280,"280_1",1977-03-26 10:43:00,55.1324868105107,-1.03625293566882,"FPO","MIX_TRANSIT",0.597212646401625,0.111580796432962,"NA"
"MI",280,"280_1",1977-03-26 10:49:00,55.1326683090518,-1.03590363253816,"FPO","FISHING",0.585724028590151,NA,"NA"
"MI",280,"280_1",1977-03-26 10:55:00,55.132347892787,-1.03756159273304,"FPO","FISHING",0.599481180517221,-0.311842690837658,"NA"
"MI",280,"280_1",1977-03-26 11:01:00,55.1328488149623,-1.03963562662636,"FPO","FISHING",0.491510007678605,0.383547376055691,"NA"
"MI",280,"280_1",1977-03-26 11:07:00,55.1323571597324,-1.04185540111941,"FPO","FISHING",0.297353813722106,0.204197497456222,"NA"
"MI",280,"280_1",1977-03-26 11:13:00,55.1339083908063,-1.0408752229448,"FPO","TRANSIT",3.10944002115863,-0.0312785819940508,"NA"
"MI",280,"280_1",1977-03-26 11:19:00,55.1314110037221,-1.04296094239049,"FPO","TRANSIT",2.82719971377927,-0.689020121621745,"NA"
"MI",280,"280_1",1977-03-26 11:25:00,55.1303153715177,-1.05139017653817,"FPO","FISHING",0.597218635532201,-0.392548927375882,"NA"
"MI",280,"280_1",1977-03-26 11:31:00,55.1297509777,-1.05415775510256,"FPO","FISHING",0.570611463332964,-1.38004898805196e-06,"NA"
"MI",280,"280_1",1977-03-26 11:37:00,55.1291776302651,-1.05681913085625,"FPO","FISHING",0.293303619994915,-0.153268066624266,"NA"
"MI",280,"280_1",1977-03-26 11:43:00,55.1286292544956,-1.05786655671412,"FPO","TRANSIT",2.93520171883632,1.76448987936243,"NA"
"MI",280,"280_1",1977-03-26 11:49:00,55.1359543219728,-1.04594266517183,"FPO","TRANSIT",3.14453938819761,-0.160935242290726,"NA"
"MI",280,"280_10",1977-04-12 07:25:00,55.1206701365256,-1.11670041162538,"FPO","FISHING",0.342321392729914,-2.75589694074687e-06,"NA"
"MI",280,"280_10",1977-04-12 07:31:00,55.1227505988116,-1.11628712705197,"FPO","MIX_TRANSIT",1.84703573980252,0.942665283239166,"NA"
"MI",280,"280_10",1977-04-12 07:37:00,55.1226071279249,-1.11952974092632,"FPO","TRANSIT",2.89120288095436,0.355936399699183,"NA"
"MI",280,"280_10",1977-04-12 07:43:00,55.1194732052886,-1.10227249121961,"FPO","TRANSIT",3.31433259712029,0.163908486390386,"NA"
"MI",280,"280_10",1977-04-12 07:49:00,55.1209833260687,-1.08798367160095,"FPO","MIX_TRANSIT",0.709290639231862,0.578814613919866,"NA"
"MI",280,"280_10",1977-04-12 07:55:00,55.1217108569391,-1.08648072223646,"FPO","FISHING",0.680471678516988,-0.105944778235695,"NA"
"MI",280,"280_10",1977-04-12 08:01:00,55.122580337887,-1.08377571745676,"FPO","FISHING",0.88215018648908,0.185913226302066,"NA"
"MI",280,"280_10",1977-04-12 08:07:00,55.1227855367103,-1.08181271698773,"FPO","MIX_TRANSIT",0.217739586673886,-1.01924012716069,"NA"
"MI",280,"280_10",1977-04-12 08:13:00,55.1209973462374,-1.0903439415521,"FPO","TRANSIT",2.91593042152675,-0.0206096395231359,"NA"
"MI",280,"280_10",1977-04-12 08:19:00,55.1252729582387,-1.08982229509969,"FPO","TRANSIT",3.24078436992736,1.51504664802712e-05,"NA"
"MI",280,"280_10",1977-04-12 08:25:00,55.1318913579507,-1.07982823279401,"FPO","MIX_TRANSIT",0.570369536936906,0.682525272943444,"NA"
"MI",280,"280_10",1977-04-12 08:31:00,55.1329064958709,-1.07806806286899,"FPO","FISHING",0.492531464064,-0.38692528058045,"NA"
"MI",280,"280_10",1977-04-12 08:37:00,55.1336560107255,-1.07495104425673,"FPO","FISHING",0.778452277404985,0.110576111432485,"NA"
"MI",280,"280_10",1977-04-12 08:43:00,55.1343848995983,-1.07140753886269,"FPO","FISHING",0.599726723254684,-0.9969354196643,"NA"
"MI",280,"280_10",1977-04-12 08:49:00,55.133758106868,-1.070855564745,"FPO","TRANSIT",3.32870880790792,0.11163987012607,"NA"
"MI",280,"280_10",1977-04-12 08:55:00,55.131795790541,-1.08198991904782,"FPO","TRANSIT",3.02953456825851,0.124868538714971,"NA"
"MI",280,"280_10",1977-04-12 09:01:00,55.1333646231175,-1.07306110775802,"FPO","TRANSIT",3.1138037281957,0.149934531017425,"NA"
"MI",280,"280_10",1977-04-12 09:07:00,55.1355385047089,-1.05802998042291,"FPO","MIX_TRANSIT",1.31805616505034,0.124396994253466,"NA"
"MI",280,"280_10",1977-04-12 09:13:00,55.1369250603307,-1.0556781404246,"FPO","FISHING",0.58797659386758,0.185936308287297,"NA"
"MI",280,"280_10",1977-04-12 09:19:00,55.137987898415,-1.05283708220452,"FPO","FISHING",0.778379629573504,0.110584656698032,"NA"
"MI",280,"280_10",1977-04-12 09:25:00,55.1382974920694,-1.05096603394748,"FPO","MIX_TRANSIT",2.2836679673377,2.12402179247497,"NA"
"MI",280,"280_10",1977-04-12 09:31:00,55.1403159775878,-1.04927265386551,"FPO","TRANSIT",2.83591697119782,0.124185649630323,"NA"
"MI",280,"280_10",1977-04-12 09:37:00,55.1333346848724,-1.04761693554879,"FPO","TRANSIT",3.4252098808836,0.25623220849425,"NA"
"MI",280,"280_10",1977-04-12 09:43:00,55.1306223789679,-1.04737223977578,"FPO","FISHING",0.882034156287959,-0.33680089770914,"NA"
"MI",280,"280_10",1977-04-12 09:49:00,55.1310532516902,-1.04387277514716,"FPO","FISHING",0.492533355939396,-0.190540563587252,"NA"
"MI",280,"280_10",1977-04-12 09:55:00,55.1315202066086,-1.04111962226754,"FPO","FISHING",0.798490514653401,2.06732927030027e-06,"NA"
"MI",280,"280_10",1977-04-12 10:01:00,55.1312442425214,-1.03954966743326,"FPO","MIX_TRANSIT",2.04315937349731,-2.53428355903949,"NA"
"MI",280,"280_10",1977-04-12 10:07:00,55.1316399046777,-1.04979936493571,"FPO","MIX_TRANSIT",1.80546968547904,0.287738107219033,"NA"
"MI",280,"280_10",1977-04-12 10:13:00,55.1233909226023,-1.04467916175243,"FPO","TRANSIT",3.24081258191604,-0.054060214921769,"NA"
"MI",280,"280_10",1977-04-12 10:19:00,55.1205434687135,-1.0354350375881,"FPO","FISHING",0.342292260097295,6.89009755577496e-07,"NA"
"MI",280,"280_10",1977-04-12 10:25:00,55.1194833455372,-1.03419532774422,"FPO","FISHING",0.985279535029711,NA,"NA"
"MI",280,"280_10",1977-04-12 10:31:00,55.1180788888076,-1.03203999779701,"FPO","FISHING",0.217742604826572,8.21715590351833e-07,"NA"
"MI",280,"280_10",1977-04-12 10:37:00,55.1174727212301,-1.03191450743856,"FPO","FISHING",0.185451619837113,0,"NA"
"MI",280,"280_10",1977-04-12 10:43:00,55.1165363465478,-1.03323341436247,"FPO","MIX_TRANSIT",2.15887870603914,-0.564626767855223,"NA"
"MI",280,"280_10",1977-04-12 10:49:00,55.118055577577,-1.03569397122398,"FPO","TRANSIT",2.73762246419154,1.23352670103082e-05,"NA"
"MI",280,"280_10",1977-04-12 10:55:00,55.1146315310391,-1.0290043893659,"FPO","MIX_TRANSIT",0.504740121065259,2.94782978481425,"NA"
"MI",280,"280_10",1977-04-12 11:01:00,55.1131676764292,-1.02975670884836,"FPO","FISHING",0.750532101635364,0.0496680582628576,"NA"
"MI",280,"280_10",1977-04-12 11:07:00,55.1118289091758,-1.03102742622372,"FPO","FISHING",0.370902882988745,0.888465597509174,"NA"
"MI",280,"280_10",1977-04-12 11:13:00,55.1105636688174,-1.03175046948235,"FPO","FISHING",0.29408834246627,-1.10411784312253e-06,"NA"
"MI",280,"280_10",1977-04-12 11:19:00,55.1134992189133,-1.02627217940151,"FPO","TRANSIT",2.85311854698161,-0.31161334949682,"NA"
"MI",280,"280_10",1977-04-12 11:25:00,55.1118104627743,-1.04305529020581,"FPO","TRANSIT",3.5571228099387,-0.10445913200605,"NA"
"MI",280,"280_10",1977-04-12 11:31:00,55.1141800995626,-1.06310701247516,"FPO","TRANSIT",3.58109903094981,0.0444192390714204,"NA"
"MI",280,"280_10",1977-04-12 11:37:00,55.1167500267128,-1.0728220583659,"FPO","MIX_TRANSIT",1.06906957958225,-0.870841365583448,"NA"
"MI",280,"280_10",1977-04-12 11:43:00,55.1165434203938,-1.07682532788637,"FPO","FISHING",0.816988456328858,-1.13842201287179,"NA"
"MI",280,"280_10",1977-04-12 11:49:00,55.1166670732365,-1.07938415276305,"FPO","FISHING",0.599946502628122,-6.63290439225052e-07,"NA"
"MI",280,"280_10",1977-04-12 11:55:00,55.1153745858412,-1.08161439603464,"FPO","MIX_TRANSIT",1.55741303641242,-0.641973479628715,"NA"
"MI",280,"280_10",1977-04-12 12:01:00,55.110993248467,-1.09857981293524,"FPO","TRANSIT",3.80109838475182,-1.28479897918732e-05,"NA"
"MI",280,"280_10",1977-04-12 12:07:00,55.1083838103325,-1.11496261315367,"FPO","MIX_TRANSIT",0.985563259977654,-2.6438154432018,"NA"
"MI",280,"280_10",1977-04-12 12:13:00,55.1079172689034,-1.12394365816575,"FPO","FISHING",0.600078833730782,-0.120424153399583,"NA"
"MI",280,"280_10",1977-04-12 12:19:00,55.107162413159,-1.12695380679719,"FPO","FISHING",0.680649993716243,-0.105938339473805,"NA"
"MI",280,"280_10",1977-04-12 12:25:00,55.1064178415239,-1.13017720213454,"FPO","FISHING",0.778857159891055,0.182163991796493,"NA"
"MI",280,"280_10",1977-04-12 12:31:00,55.1055842358785,-1.13362843108142,"FPO","MIX_TRANSIT",0.601371090874228,-2.53645981667284,"NA"
"MI",280,"280_11",1977-04-13 07:07:00,55.1067955742452,-1.10692785957157,"FPO","TRANSIT",3.40323929134271,0.0387238231271343,"NA"
"MI",280,"280_11",1977-04-13 07:13:00,55.1009956337871,-1.09038530553055,"FPO","TRANSIT",3.60087724108218,0.0101050908070111,"NA"
"MI",280,"280_11",1977-04-13 07:19:00,55.0933624075136,-1.07937381356717,"FPO","TRANSIT",3.1792953168296,0.0339532158031602,"NA"
"MI",280,"280_11",1977-04-13 07:25:00,55.0879259583991,-1.08070906906401,"FPO","MIX_TRANSIT",0.741802432242361,-2.25283845930312,"NA"
"MI",280,"280_11",1977-04-13 07:31:00,55.08630090136,-1.08019611277275,"FPO","FISHING",0.435574839954502,0.119288652046643,"NA"
"MI",280,"280_11",1977-04-13 07:37:00,55.08479060824,-1.07998838847924,"FPO","FISHING",0.38808231192991,-0.298678030778946,"NA"
"MI",280,"280_11",1977-04-13 07:43:00,55.0845404806938,-1.07895145347059,"FPO","FISHING",0.456779045651263,6.88653481064613e-07,"NA"
"MI",280,"280_11",1977-04-13 07:49:00,55.0877376332427,-1.08095145602891,"FPO","TRANSIT",2.68518023020822,-0.389181491016867,"NA"
"MI",280,"280_11",1977-04-13 07:55:00,55.091917422419,-1.06809777902571,"FPO","FISHING",0.294168843678538,-1.04142450417913,"NA"
"MI",280,"280_11",1977-04-13 08:01:00,55.0907411335551,-1.06859267558931,"FPO","FISHING",0.601393317228322,0.0908543437798695,"NA"
"MI",280,"280_11",1977-04-13 08:07:00,55.0890373753671,-1.06852084105111,"FPO","FISHING",0.217783023585869,0.754314989974478,"NA"
"MI",280,"280_11",1977-04-13 08:13:00,55.0877308652331,-1.06839064012029,"FPO","FISHING",0.567948670750978,-0.20243194934126,"NA"
"MI",280,"280_11",1977-04-13 08:19:00,55.0889211723745,-1.07025575567086,"FPO","TRANSIT",2.7911178326392,0.122932535695312,"NA"
"MI",280,"280_11",1977-04-13 08:25:00,55.0980564502813,-1.07095362839288,"FPO","MIX_TRANSIT",1.09034907079646,2.50905420199976,"NA"
"MI",280,"280_11",1977-04-13 08:31:00,55.0989745867681,-1.07339555836495,"FPO","FISHING",0.435540194196541,-1.64236484548791e-06,"NA"
"MI",280,"280_11",1977-04-13 08:37:00,55.1008666699798,-1.07322486208854,"FPO","FISHING",0.370902074844571,0.888607453285165,"NA"
"MI",280,"280_11",1977-04-13 08:43:00,55.0993526585881,-1.07087050805354,"FPO","TRANSIT",2.83972042352742,-0.255206670802887,"NA"
"MI",280,"280_11",1977-04-13 08:49:00,55.0970530263265,-1.07088634342775,"FPO","TRANSIT",2.78410560169736,0.547144164374072,"NA"
"MI",280,"280_11",1977-04-13 08:55:00,55.0992398315746,-1.06025765224081,"FPO","TRANSIT",3.34442831042846,-0.178192066326949,"NA"
"MI",280,"280_11",1977-04-13 09:01:00,55.0971365000459,-1.05605742467198,"FPO","FISHING",0.567944463364786,-0.187044541397187,"NA"
"MI",280,"280_11",1977-04-13 09:07:00,55.0956159166864,-1.05563672559628,"FPO","FISHING",0.217773574753704,0.162373702497393,"NA"
"MI",280,"280_11",1977-04-13 09:13:00,55.0955437752506,-1.05414421621731,"FPO","MIX_TRANSIT",1.467792313129,-2.25666962481391,"NA"
"MI",280,"280_11",1977-04-13 09:19:00,55.0960670207975,-1.06083135148864,"FPO","MIX_TRANSIT",2.52786813253681,-1.47374256870848,"NA"
"MI",280,"280_11",1977-04-13 09:25:00,55.0929789893105,-1.04453634645589,"FPO","TRANSIT",3.43831002732269,0.175507501595598,"NA"
"MI",280,"280_11",1977-04-13 09:31:00,55.0886269117895,-1.02692474346103,"FPO","TRANSIT",3.4212455380302,-0.0628145089791282,"NA"
"MI",280,"280_11",1977-04-13 09:37:00,55.0841856642432,-1.00954171819487,"FPO","TRANSIT",3.39350950697467,-0.00712023487964344,"NA"
"MI",280,"280_11",1977-04-13 09:43:00,55.0834609092295,-1.00696440893806,"FPO","FISHING",0.588379908449835,0.888761089441387,"NA"
"MI",280,"280_11",1977-04-13 09:49:00,55.0847041681716,-1.0078551836422,"FPO","FISHING",0.370901253991303,0,"NA"
"MI",280,"280_11",1977-04-13 09:55:00,55.0861408872431,-1.00861015655347,"FPO","FISHING",0.601395910388292,-0.630975330556157,"NA"
"MI",280,"280_11",1977-04-13 10:01:00,55.0870927151148,-1.00761137686841,"FPO","MIX_TRANSIT",1.30959159492415,0.287151308543945,"NA"
"MI",280,"280_11",1977-04-13 10:07:00,55.0812555096361,-1.00685916809584,"FPO","TRANSIT",3.13304758706324,0.878416614729786,"NA"
"MI",280,"280_11",1977-04-13 10:13:00,55.0769701292738,-0.990634961782783,"FPO","TRANSIT",3.20306595548594,0.28838508036421,"NA"
"MI",280,"280_11",1977-04-13 10:19:00,55.0778575052068,-0.984170955222477,"FPO","FISHING",0.435584289000334,2.19792977283542e-06,"NA"
"MI",280,"280_11",1977-04-13 10:25:00,55.0787409469851,-0.983826377777794,"FPO","FISHING",0.370900950883153,0,"NA"
"MI",280,"280_11",1977-04-13 10:31:00,55.0797288528377,-0.983573781482242,"FPO","FISHING",0.370901014043542,0.20244788459498,"NA"
"MI",280,"280_11",1977-04-13 10:37:00,55.0831555520996,-0.986183044616754,"FPO","MIX_TRANSIT",0.799307902071229,0.957593204780073,"NA"
"MI",280,"280_11",1977-04-13 10:43:00,55.0894905302364,-0.984821874155136,"FPO","TRANSIT",3.27118783179466,0.0899153746656511,"NA"
"MI",280,"280_11",1977-04-13 10:49:00,55.0956539213823,-0.998515254124806,"FPO","TRANSIT",2.85162782650051,0.18570247083814,"NA"
"MI",280,"280_11",1977-04-13 10:55:00,55.098163614007,-1.00490948982385,"FPO","FISHING",0.556353173821231,0.202370635762589,"NA"
"MI",280,"280_11",1977-04-13 11:01:00,55.0995745501383,-1.00513131836397,"FPO","FISHING",0.370902201121302,0,"NA"
"MI",280,"280_11",1977-04-13 11:07:00,55.1008178163309,-1.00602195907809,"FPO","FISHING",0.719714692598415,0.135473379067257,"NA"
"MI",280,"280_11",1977-04-13 11:13:00,55.1021397607154,-1.00647157850205,"FPO","FISHING",0.389416139067967,-1.07443849653185,"NA"
"MI",280,"280_11",1977-04-13 11:19:00,55.1011789441098,-1.0052173046274,"FPO","TRANSIT",2.59631576149004,-0.0410100732994006,"NA"
"MI",280,"280_11",1977-04-13 11:25:00,55.0988651181918,-1.01114043074466,"FPO","MIX_TRANSIT",0.77614070892414,2.88839976466048,"NA"
"MI",280,"280_11",1977-04-13 11:31:00,55.0973445567717,-1.01071997728187,"FPO","MIX_TRANSIT",0.776142782362655,-1.27221845362338,"NA"
"MI",280,"280_11",1977-04-13 11:37:00,55.0957143741974,-1.01010091776587,"FPO","FISHING",0.294142800023521,0.888633383302047,"NA"
"MI",280,"280_11",1977-04-13 11:43:00,55.0952075206897,-1.0099607580836,"FPO","MIX_TRANSIT",0.217771212583441,-2.88838227045844,"NA"
"MI",280,"280_11",1977-04-13 11:49:00,55.0893703076181,-1.00920888173966,"FPO","MIX_TRANSIT",2.18489927069303,-1.86988134969452,"NA"
"MI",280,"280_11",1977-04-13 11:55:00,55.0922356878889,-1.02295873348098,"FPO","MIX_TRANSIT",0.719776868853214,2.07956761641311,"NA"
